Date;Open;High;Low;Close;Volume;Market Cap
2021-03-01;45159.5;49784.02;45115.09;49631.24;53891300112;9.25236E+11
2021-02-28;46194.02;46716.43;43241.62;45137.77;53443887451;8.41429E+11
2021-02-27;46344.77;48253.27;45269.03;46188.45;45910946382;8.60978E+11
2021-02-26;47180.46;48370.79;44454.84;46339.76;3.50968E+11;8.63752E+11
2021-02-25;49709.08;51948.97;47093.85;47093.85;54506565949;8.77766E+11
2021-02-24;48835.09;51290.14;47213.5;49705.33;63695521388;9.26393E+11
2021-02-23;54204.93;54204.93;45290.59;48824.43;1.06102E+11;9.09926E+11
2021-02-22;57532.74;57533.39;48967.57;54207.32;92052420332;1.01021E+12
2021-02-21;56068.57;58330.57;55672.61;57539.94;51897585191;1.07226E+12
2021-02-20;55887.34;57505.23;54626.56;56099.52;68145460026;1.04537E+12
2021-02-19;51675.98;56113.65;50937.28;55888.13;63495496918;1.04138E+12
2021-02-18;52140.97;52474.11;51015.76;51679.8;52054723579;9.62915E+11
2021-02-17;49207.28;52533.91;49072.38;52149.01;80820545404;9.71612E+11
2021-02-16;47944.46;50341.1;47201.3;49199.87;77049582886;9.16623E+11
2021-02-15;48696.54;48875.57;46347.48;47945.06;77069903166;8.9321E+11
